Dates,san,bbva
28/06/2002,39537649,41450198
01/07/2002,29952119,35951584
02/07/2002,41687175,28536456
03/07/2002,24140568,21203239
04/07/2002,20284465,86016337
05/07/2002,38111022,34718779
08/07/2002,40954673,20036311
09/07/2002,28596407,25661454
10/07/2002,65832511,20886066
11/07/2002,27586683,20992420
12/07/2002,30642378,35604290
15/07/2002,24380701,18147472
16/07/2002,45378361,27707052
17/07/2002,31537559,23093069
18/07/2002,28781021,102155697
19/07/2002,42436467,17220117
22/07/2002,31028141,17706502
23/07/2002,64721987,21571548
24/07/2002,121813082,28329220
25/07/2002,118118678,25966115
26/07/2002,103924500,20220249
29/07/2002,44842328,18499164
30/07/2002,77946372,32638947
31/07/2002,65875191,27038133
01/08/2002,51731781,23626079
02/08/2002,89522409,20630459
05/08/2002,63319616,15854147
06/08/2002,68783240,19614309
07/08/2002,106681157,19731549
08/08/2002,124711884,27661287
09/08/2002,91132274,16926423
12/08/2002,21911877,10700354
13/08/2002,21487601,12339984
14/08/2002,33954877,10379300
15/08/2002,33954877,10379300
16/08/2002,68729619,20222488
19/08/2002,23249505,14616218
20/08/2002,25435822,15899406
21/08/2002,23335158,17772585
22/08/2002,31725886,16479030
23/08/2002,24140255,14526275
26/08/2002,8627611,5318498
27/08/2002,31061461,21503704
28/08/2002,23165234,15490990
29/08/2002,27413689,14722758
30/08/2002,23880540,17735356
02/09/2002,14696585,8649410
03/09/2002,29876667,18178317
04/09/2002,27265396,14689694
05/09/2002,29183060,24980292
06/09/2002,25870656,12121862
09/09/2002,17156380,10097781
10/09/2002,19981067,11913034
11/09/2002,41402581,18671953
12/09/2002,31094208,16800804
13/09/2002,43294602,23880027
16/09/2002,15144857,12590418
17/09/2002,34792432,18303610
18/09/2002,39137366,23899538
19/09/2002,38003598,19483230
20/09/2002,68803689,52798126
23/09/2002,71432448,42158949
24/09/2002,56030489,35320860
25/09/2002,54329705,39967564
26/09/2002,44729382,28919635
27/09/2002,43744364,30345969
30/09/2002,58564527,37805700
01/10/2002,64065512,36142525
02/10/2002,77176473,42667824
03/10/2002,29565852,22866070
04/10/2002,35224641,134179949
07/10/2002,68265752,24738876
08/10/2002,76777351,67701926
09/10/2002,37159734,39881819
10/10/2002,79267012,35846360
11/10/2002,67504985,37330810
14/10/2002,62600374,16468036
15/10/2002,44484302,39387442
16/10/2002,40351755,31218499
17/10/2002,40415023,31321678
18/10/2002,46645489,111736038
21/10/2002,176793547,15574319
22/10/2002,67896895,20969063
23/10/2002,51935168,19406937
24/10/2002,66273124,19602529
25/10/2002,47349122,21254919
