Dates,san,bbva
28/07/2000,10.2248,14.9683
31/07/2000,10.1789,14.8338
01/08/2000,10.1973,14.9395
02/08/2000,10.1698,14.9587
03/08/2000,10.2523,15.0068
04/08/2000,10.344,15.0548
07/08/2000,10.3165,15.0068
08/08/2000,10.5366,15.343
09/08/2000,10.6374,15.6601
10/08/2000,10.6374,15.8234
11/08/2000,10.6099,15.833
14/08/2000,10.8209,15.9579
15/08/2000,10.9034,16.1404
16/08/2000,11.0226,16.2845
17/08/2000,11.2427,16.3326
18/08/2000,11.2885,16.2365
21/08/2000,11.3986,16.4094
22/08/2000,11.2794,16.4575
23/08/2000,11.2885,16.4863
24/08/2000,11.1785,16.1885
25/08/2000,10.9309,16.0348
28/08/2000,11.1143,16.2077
29/08/2000,11.0409,16.2461
30/08/2000,10.8667,16.2461
31/08/2000,11.1418,16.2269
01/09/2000,11.096,16.1693
04/09/2000,10.9951,16.1212
05/09/2000,10.8025,15.9483
06/09/2000,10.9492,16.15
07/09/2000,10.9859,16.323
08/09/2000,11.0501,16.323
11/09/2000,10.9401,16.2749
12/09/2000,11.1877,16.4767
13/09/2000,11.151,16.4383
14/09/2000,11.1326,16.4767
15/09/2000,11.3344,16.6208
18/09/2000,11.4536,16.5728
19/09/2000,11.1051,16.2461
20/09/2000,11.2519,16.1885
21/09/2000,11.1602,15.8618
22/09/2000,10.9492,15.5736
25/09/2000,11.3802,16.102
26/09/2000,11.3252,16.2845
27/09/2000,11.3344,15.9963
28/09/2000,11.3344,16.2269
29/09/2000,11.3894,16.7553
02/10/2000,11.2794,16.371
03/10/2000,11.4261,16.6784
04/10/2000,11.3252,16.6688
05/10/2000,11.1693,16.5343
06/10/2000,11.3711,16.4287
09/10/2000,11.2427,16.2365
10/10/2000,11.096,15.9291
11/10/2000,11.0409,15.9195
12/10/2000,11.0409,15.9195
13/10/2000,10.454,14.8434
16/10/2000,10.6283,15.2758
17/10/2000,10.5091,15.4487
18/10/2000,10.5457,15.516
19/10/2000,10.454,15.3238
20/10/2000,10.7292,15.6601
23/10/2000,10.7475,15.833
24/10/2000,10.5457,15.881
25/10/2000,10.8209,16.2749
26/10/2000,10.6374,15.7561
27/10/2000,10.3165,15.0644
30/10/2000,10.454,14.7378
31/10/2000,10.454,14.9875
01/11/2000,10.454,14.9875
02/11/2000,10.72,15.2277
03/11/2000,10.9126,15.5928
06/11/2000,10.9492,15.5352
07/11/2000,10.885,15.7273
08/11/2000,10.8667,15.6601
09/11/2000,10.5641,15.1989
10/11/2000,10.4816,15.0836
13/11/2000,10.2615,14.5552
14/11/2000,10.4082,14.9107
15/11/2000,10.7108,15.2181
16/11/2000,10.7016,15.3718
17/11/2000,10.5274,14.9875
20/11/2000,10.3899,14.8434
21/11/2000,9.3628,14.219
22/11/2000,9.6746,14.5936
23/11/2000,9.3536,14.1613
24/11/2000,9.6196,14.5072
27/11/2000,9.913,15.0836
